customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_quartile_Q1,tenure_quartile_Q2,tenure_quartile_Q3,tenure_quartile_Q4,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,contract_flexibility_risk,is_long_term_customer,total_services,high_data_user,support_adoption,monthly_spending_trend,charge_consistency,senior_internet_risk,month_to_month_new_customer,long_tenure_low_engagement,contract_spend_risk
1066-JKSGK,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,True,False,False,False,0,1,20.15,20.15,1,0,1,0,0,10.075,0.0,0,1,0,0
3638-WEABW,Female,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),No,False,False,False,True,0,58,59.9,3505.1,0,1,4,0,2,1.0152542372881355,30.90000000000009,0,0,0,0
6322-HRPFA,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),No,False,False,True,False,0,49,59.6,2970.3,1,1,4,0,2,1.192,49.90000000000009,0,0,0,0
6865-JZNKO,Female,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,False,False,True,False,0,30,55.3,1530.6,1,1,3,0,1,1.7838709677419353,128.4000000000001,0,0,0,0
6467-CHFZW,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,False,False,True,False,0,47,99.35,4749.15,1,1,5,1,1,2.0697916666666667,79.69999999999982,0,0,0,1
8665-UTDHZ,Male,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes,True,False,False,False,0,1,30.2,30.2,1,0,1,0,1,15.1,0.0,0,1,0,0
5248-YGIJN,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,False,False,False,True,0,72,90.25,6369.45,0,1,8,0,3,1.2363013698630136,128.55000000000018,0,0,0,0
8773-HHUOZ,Female,No,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,False,True,False,False,0,17,64.7,1093.1,1,0,3,0,0,3.5944444444444446,6.800000000000182,0,0,0,0
3841-NFECX,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No,False,False,False,True,1,71,96.35,6766.95,0,1,6,1,3,1.3381944444444445,73.89999999999964,1,0,0,0
4929-XIHVW,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,True,False,False,False,1,2,95.5,181.65,1,0,4,1,1,31.833333333333332,9.349999999999994,1,1,0,1
6827-IEAUQ,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,No,False,True,False,False,0,27,66.15,1874.45,0,1,5,0,3,2.3625000000000003,88.39999999999986,0,0,0,0
7310-EGVHZ,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,True,False,False,False,0,1,20.2,20.2,1,0,1,0,0,10.1,0.0,0,1,0,0
3413-BMNZE,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,True,False,False,False,1,1,45.25,45.25,1,0,1,0,0,22.625,0.0,0,1,0,0
6234-RAAPL,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,False,False,False,True,0,72,99.9,7251.7,0,1,6,1,2,1.3684931506849316,58.899999999999636,0,0,0,0
6047-YHPVI,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,True,False,False,False,0,5,69.7,316.9,1,0,1,1,0,11.616666666666667,31.600000000000023,0,1,0,0
6572-ADKRS,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,False,False,True,False,0,46,74.8,3548.3,1,1,2,1,1,1.5914893617021275,107.50000000000045,0,0,1,1
5380-WJKOV,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,False,False,True,False,0,34,106.35,3549.25,1,1,6,1,2,3.0385714285714283,66.64999999999964,0,0,0,1
8168-UQWWF,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,False,True,False,False,0,11,97.85,1105.4,1,0,5,1,1,8.154166666666667,29.050000000000182,0,0,0,1
8865-TNMNX,Male,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,No,False,True,False,False,0,10,49.55,475.7,0,0,2,0,1,4.504545454545454,19.80000000000001,0,0,0,0
9489-DEDVP,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),No,False,False,False,True,0,70,69.2,4872.35,0,1,5,0,1,0.9746478873239437,28.350000000000364,0,0,0,0
9867-JCZSP,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,False,True,False,False,0,17,20.75,418.25,0,0,1,0,0,1.1527777777777777,65.5,0,0,0,0
4671-VJLCL,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),No,False,False,False,True,0,63,79.85,4861.45,0,1,7,0,3,1.24765625,169.09999999999945,0,0,0,0
4080-IIARD,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,False,True,False,False,0,13,76.2,981.45,1,0,6,0,2,5.442857142857143,9.149999999999977,0,0,0,1
3714-NTNFO,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,False,False,True,False,0,49,84.5,3906.7,1,1,3,1,0,1.69,233.80000000000018,0,0,0,1
5948-UJZLF,Male,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,True,False,False,False,0,2,49.25,97.0,1,0,2,0,1,16.416666666666668,1.5,0,1,0,0
7760-OYPDY,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,True,False,False,False,0,2,80.65,144.15,1,0,2,1,0,26.883333333333336,17.150000000000006,0,1,0,1
7639-LIAYI,Male,No,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,False,False,True,False,0,52,79.75,4217.8,0,1,6,0,1,1.5047169811320755,70.80000000000018,0,0,0,0
2954-PIBKO,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No,False,False,False,True,0,69,64.15,4254.1,0,1,5,0,2,0.9164285714285715,172.25,0,0,0,0
8012-SOUDQ,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,False,False,True,False,1,43,90.25,3838.75,1,1,4,1,1,2.0511363636363638,42.0,1,0,0,1
9420-LOJKX,Female,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,False,True,False,False,0,15,99.1,1426.4,1,0,5,1,1,6.19375,60.09999999999991,0,0,0,1
6575-SUVOI,Female,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No,False,True,False,False,1,25,69.5,1752.65,1,1,5,0,1,2.673076923076923,15.150000000000091,0,0,0,0
7495-OOKFY,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,True,False,False,False,1,8,80.65,633.3,1,0,3,1,1,8.961111111111112,11.900000000000091,1,0,0,1
4667-QONEA,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),No,False,False,False,True,1,60,74.85,4456.35,0,1,6,0,3,1.2270491803278687,34.649999999999636,0,0,0,0
1658-BYGOY,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,False,True,False,False,1,18,95.45,1752.55,1,0,4,1,0,5.023684210526316,34.44999999999982,1,0,0,1
8769-KKTPH,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No,False,False,False,True,0,63,99.65,6311.2,0,1,5,1,0,1.55703125,33.24999999999909,0,0,0,0
5067-XJQFU,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,False,False,False,True,1,66,108.45,7076.35,0,1,7,1,3,1.6186567164179104,81.34999999999945,1,0,0,0
3957-SQXML,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,False,False,True,False,0,34,24.95,894.3,0,1,2,0,0,0.7128571428571429,46.0,0,0,1,0
5954-BDFSG,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,False,False,False,True,0,72,107.5,7853.7,0,1,6,1,2,1.4726027397260273,113.69999999999982,0,0,0,0
0434-CSFON,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,False,False,True,False,0,47,100.5,4707.1,1,1,5,1,1,2.09375,16.399999999999636,0,0,0,1
1215-FIGMP,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,False,False,False,True,0,60,89.9,5450.7,1,1,4,1,1,1.4737704918032788,56.69999999999982,0,0,0,1
0526-SXDJP,Male,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),No,False,False,False,True,0,72,42.1,2962.0,0,1,3,0,2,0.5767123287671233,69.20000000000027,0,0,0,0
0557-ASKVU,Female,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),No,False,True,False,False,0,18,54.4,957.1,0,0,3,0,2,2.863157894736842,22.09999999999991,0,0,0,0
5698-BQJOH,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,True,False,False,False,0,9,94.4,857.25,1,0,4,1,0,9.440000000000001,7.649999999999977,0,0,0,1
5122-CYFXA,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,True,False,False,False,0,3,75.3,244.1,1,0,5,0,2,18.825,18.200000000000017,0,1,0,1
8627-ZYGSZ,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,No,False,False,True,False,0,47,78.9,3650.35,0,1,3,1,1,1.64375,57.95000000000027,0,0,0,0
3410-YOQBQ,Female,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,False,False,True,False,0,31,79.2,2497.2,0,1,6,0,3,2.475,41.999999999999545,0,0,0,0
3170-NMYVV,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,False,False,True,False,0,50,20.15,930.9,0,1,1,0,0,0.39509803921568626,76.59999999999991,0,0,1,0
7410-OIEDU,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,False,True,False,False,0,10,79.85,887.35,1,0,3,1,1,7.259090909090909,88.85000000000002,0,0,0,1
2273-QCKXA,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,No,True,False,False,False,0,1,49.05,49.05,1,0,2,0,1,24.525,0.0,0,1,0,0
0731-EBJQB,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,No,False,False,True,False,0,52,20.4,1090.65,0,1,1,0,0,0.38490566037735846,29.850000000000136,0,0,1,0
1891-QRQSA,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,False,False,False,True,1,64,111.6,7099.0,0,1,7,1,2,1.7169230769230768,43.399999999999636,1,0,0,0
8028-PNXHQ,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,False,False,False,True,0,62,24.25,1424.6,0,1,2,0,0,0.38492063492063494,78.90000000000009,0,0,1,0
5630-AHZIL,Female,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,True,False,False,False,0,3,64.5,177.4,1,0,4,0,1,16.125,16.099999999999994,0,1,0,0
2673-CXQEU,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,No,False,False,False,True,1,56,110.5,6139.5,0,1,7,1,2,1.9385964912280702,48.5,1,0,0,0
6416-JNVRK,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),No,False,False,True,False,0,46,55.65,2688.85,0,1,2,0,0,1.1840425531914893,128.94999999999982,0,0,1,0
5590-ZSKRV,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,True,False,False,False,0,8,54.65,482.25,1,0,3,0,1,6.072222222222222,45.05000000000001,0,0,0,0
0191-ZHSKZ,Male,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,False,False,True,False,1,30,74.75,2111.3,1,1,5,0,1,2.411290322580645,131.19999999999982,0,0,0,1
3887-PBQAO,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,False,False,True,False,0,45,25.9,1216.6,0,1,2,0,0,0.5630434782608695,51.09999999999991,0,0,1,0
5919-TMRGD,Female,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,True,False,False,False,0,1,79.35,79.35,1,0,2,1,0,39.675,0.0,0,1,0,1
8108-UXRQN,Female,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,False,True,False,False,0,11,50.55,565.35,1,0,3,0,0,4.2124999999999995,9.300000000000068,0,0,0,0
9191-MYQKX,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,True,False,False,False,0,7,75.15,496.9,1,0,2,1,1,9.39375,29.15000000000009,0,0,0,1
9919-YLNNG,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,False,False,True,False,0,42,103.8,4327.5,1,1,6,1,3,2.413953488372093,32.099999999999454,0,0,0,1
0318-ZOPWS,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,False,False,True,False,0,49,20.15,973.35,0,1,1,0,0,0.40299999999999997,13.999999999999886,0,0,1,0
4445-ZJNMU,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,True,False,False,False,0,9,99.3,918.75,1,0,5,1,1,9.93,25.050000000000068,0,0,0,1
4808-YNLEU,Female,Yes,No,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),No,False,False,True,False,0,35,62.15,2215.45,0,1,3,0,0,1.7263888888888888,40.19999999999982,0,0,0,0
1862-QRWPE,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,False,False,True,False,0,48,20.65,1057.0,0,1,1,0,0,0.4214285714285714,65.80000000000007,0,0,1,0
2796-NNUFI,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,False,False,True,False,0,46,19.95,927.1,0,1,1,0,0,0.42446808510638295,9.400000000000091,0,0,1,0
3016-KSVCP,Male,Yes,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,No,False,True,False,False,0,29,33.75,1009.25,1,1,1,0,0,1.125,30.5,0,0,1,0
4767-HZZHQ,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No,False,False,True,False,0,30,82.05,2570.2,1,1,3,1,2,2.646774193548387,108.69999999999982,0,0,0,1
2424-WVHPL,Male,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,No,True,False,False,False,1,1,74.7,74.7,1,0,2,1,1,37.35,0.0,1,1,0,1
7233-PAHHL,Male,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No,False,False,False,True,0,66,84.0,5714.25,0,1,7,0,2,1.2537313432835822,170.25,0,0,0,0
6067-NGCEU,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,False,False,False,True,0,65,111.05,7107.0,1,1,7,1,2,1.6825757575757576,111.25,0,0,0,1
9848-JQJTX,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,False,False,False,True,0,72,100.9,7459.05,0,1,6,1,2,1.382191780821918,194.25,0,0,0,0
8637-XJIVR,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,False,True,False,False,0,12,78.95,927.35,1,0,3,1,0,6.073076923076924,20.050000000000068,0,0,0,1
9803-FTJCG,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),No,False,False,False,True,0,71,66.85,4748.7,0,1,5,0,2,0.9284722222222221,2.350000000000364,0,0,0,0
0278-YXOOG,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,True,False,False,False,0,5,21.05,113.85,1,0,1,0,0,3.5083333333333333,8.599999999999994,0,1,0,0
3212-KXOCR,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,False,False,True,False,0,52,21.0,1107.2,0,1,1,0,0,0.39622641509433965,15.200000000000045,0,0,1,0
4598-XLKNJ,Female,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,False,True,False,False,1,25,98.5,2514.5,1,1,5,1,2,3.7884615384615383,52.0,1,0,0,1
6380-ARCEH,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,True,False,False,False,0,1,20.2,20.2,1,0,1,0,0,10.1,0.0,0,1,0,0
3679-XASPY,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,True,False,False,False,0,1,19.45,19.45,1,0,1,0,0,9.725,0.0,0,1,0,0
7123-WQUHX,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),No,False,False,True,False,0,38,95.0,3605.6,0,1,5,1,2,2.4358974358974357,4.400000000000091,0,0,0,0
5386-THSLQ,Female,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),No,False,False,False,True,1,66,45.55,3027.25,0,1,3,0,2,0.6798507462686567,20.950000000000273,0,0,0,0
3192-NQECA,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,False,False,False,True,0,68,110.0,7611.85,0,1,7,1,3,1.5942028985507246,131.85000000000036,0,0,0,0
6180-YBIQI,Male,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,True,False,False,False,0,5,24.3,100.2,1,0,0,0,0,4.05,21.299999999999997,0,1,0,0
6728-DKUCO,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,No,False,False,False,True,0,72,104.15,7303.05,0,1,6,1,1,1.4267123287671233,195.75,0,0,0,0
9750-BOOHV,Female,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,No,False,False,True,False,0,32,30.15,927.65,0,1,1,0,0,0.9136363636363636,37.14999999999998,0,0,1,0
8597-CWYHH,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,No,False,False,True,False,0,43,94.35,3921.3,0,1,4,1,0,2.1443181818181816,135.74999999999955,0,0,0,0
2848-YXSMW,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,False,False,False,True,0,72,19.4,1363.25,0,1,1,0,0,0.2657534246575342,33.549999999999955,0,0,1,0
